  Seq   Jmag    Hmag    Kmag    [3.6]   [4.5]   [5.8]   [8.0]   [24]   AKs    alpha   Cl   2M   Simbad   GLON                 GLAT                  RA2000              DEC2000              
  1682  12.12   11.1    10.58   9.73    9.4     9.14    8.52    ""     0.26   -1.47   D    2M   Simbad   209.03492132849817   -19.452653261568898   83.7675             -5.4410555555555575  
  1683  14.79   14.18   13.7    13.02   12.49   12.19   ""      ""     0.0    ""      D    2M   Simbad   209.0127143414803    -19.493891916387966   83.72104166666668   -5.441027777777779   
  1684  15.55   13.99   13.06   12.18   11.8    ""      ""      ""     0.64   ""      D    2M   Simbad   209.11957442417537   -19.29470342929245    83.94529166666668   -5.440888888888887   
  1685  ""      ""      ""      9.45    8.9     8.65    8.08    ""     ""     -1.33   D    2M   Simbad   209.07335152078767   -19.380529693874614   83.84858333333332   -5.440777777777778   
  1686  13.23   12.41   11.87   11.3    10.8    10.51   9.66    ""     0.0    -1.0    D    2M   Simbad   209.00445968750066   -19.5085025628096     83.70441666666666   -5.440694444444445   
  1687  11.64   10.84   10.37   9.95    9.66    9.49    8.98    5.74   0.01   -1.76   D    2M   Simbad   209.21901815539505   -19.108068791221253   84.15516666666667   -5.440333333333332   
  1688  10.36   9.7     9.23    8.28    7.92    7.61    6.57    3.58   0.0    -0.9    D    2M   Simbad   208.7911121870064    -19.90348823907582    83.25929166666666   -5.440277777777778   
  1689  14.61   12.45   11.21   9.73    9.23    8.2     ""      ""     1.18   ""      D    2M   Simbad   209.06263543940764   -19.399122686712072   83.82733333333334   -5.44016666666667    
  1690  13.12   11.57   10.51   9.22    8.74    7.68    ""      ""     0.54   ""      D    2M   Simbad   209.04452529278035   -19.431899452332733   83.79020833333334   -5.439750000000001   
  1691  12.26   11.17   10.72   10.32   10.01   9.69    8.92    ""     0.4    -1.24   D    2M   Simbad   209.03443576501076   -19.450607524377126   83.76912499999999   -5.439722222222222   
  1692  16.0    14.92   14.29   13.54   13.1    ""      ""      ""     0.25   ""      D    2M   Simbad   209.09460143327024   -19.33795728539535    83.89583333333336   -5.4394166666666655  
  1693  13.24   12.32   11.76   11.07   10.71   ""      ""      ""     0.11   ""      D    2M   Simbad   209.04146507682634   -19.43531950131911    83.78583333333333   -5.438722222222222   
  1694  13.71   12.79   12.34   11.39   10.97   ""      ""      ""     0.17   ""      D    2M   Simbad   209.0646378533261    -19.389988954660502   83.836375           -5.437722222222222   
  1695  15.64   14.11   13.06   12.01   11.51   11.28   ""      ""     0.52   ""      D    2M   Simbad   209.03663289655356   -19.439148154621567   83.78033333333332   -5.43638888888889    
  1696  14.04   13.28   12.94   12.57   12.35   ""      ""      ""     0.05   ""      D    2M   Simbad   209.02862029819394   -19.453315272885533   83.76420833333333   -5.436055555555556   
  1697  13.28   11.57   10.47   9.18    8.53    8.02    ""      ""     0.7    ""      D    2M   Simbad   209.04470011555983   -19.42254277752261    83.79866666666668   -5.435666666666667   
  1698  16.03   14.64   14.0    13.41   13.1    ""      ""      ""     0.64   ""      D    2M   Simbad   209.12034065967643   -19.279632021962236   83.959125           -5.434722222222222   
  1699  13.73   12.38   11.54   10.44   10.01   9.58    8.92    5.34   0.43   -1.08   D    2M   Simbad   208.99412625136483   -19.514260524082903   83.69483333333334   -5.434611111111114   
  1700  12.14   11.22   10.86   10.36   10.1    9.79    9.36    ""     0.25   -1.69   D    2M   Simbad   209.029355999589     -19.44869092446962    83.76866666666666   -5.434583333333333   
  1701  14.91   14.25   13.76   13.12   12.89   12.58   12.07   ""     0.0    -1.62   D    2M   Simbad   209.29106760819724   -18.960627440727926   84.31820833333332   -5.434499999999999   
  1702  13.68   12.87   12.46   11.89   11.54   11.1    10.2    ""     0.07   -0.89   D    2M   Simbad   209.03048557295142   -19.44597554172607    83.77158333333334   -5.434305555555555   
  1703  13.48   12.71   12.25   11.56   11.11   10.68   9.43    ""     0.0    -0.43   D    2M   Simbad   209.03306582085645   -19.439210142305335   83.77875            -5.433416666666665   
  1704  13.13   12.43   12.03   11.71   11.47   ""      ""      ""     0.0    ""      D    2M   Simbad   209.06769680666196   -19.37471046544103    83.85137500000002   -5.433388888888889   
  1705  13.06   12.24   11.74   11.03   10.76   ""      ""      ""     0.0    ""      D    2M   Simbad   209.0401332078661    -19.4259400363582     83.79366666666668   -5.433361111111111   
  1706  13.79   12.62   11.93   10.57   10.2    9.87    9.14    5.74   0.32   -1.21   D    2M   Simbad   208.98132667586228   -19.535164177462324   83.670625           -5.433305555555557   
  1707  12.99   11.7    11.06   10.32   10.03   9.81    9.29    5.32   0.51   -1.67   D    2M   Simbad   208.89015025217623   -19.702944737668673   83.48129166666668   -5.432611111111111   
  1708  13.51   12.39   11.67   10.9    10.4    ""      ""      ""     0.22   ""      D    2M   Simbad   209.0399423992774    -19.42426765770281    83.79508333333335   -5.432444444444445   
  1709  12.02   10.75   9.92    9.04    8.68    8.02    ""      ""     0.35   ""      D    2M   Simbad   209.06045592177216   -19.38603640727889    83.838125           -5.432416666666665   
  1710  ""      14.4    12.89   10.8    10.36   ""      ""      ""     1.91   ""      D    2M   Simbad   209.04033616813524   -19.421200573966658   83.798              -5.43138888888889    
  1711  15.57   13.48   12.61   11.68   11.27   ""      ""      ""     1.36   ""      D    2M   Simbad   209.03609402104397   -19.42731085223733    83.79070833333331   -5.430583333333333   
  1712  13.0    12.31   11.82   11.02   10.57   10.04   ""      ""     0.0    ""      D    2M   Simbad   209.03078250640826   -19.435839818882847   83.78079166666666   -5.42997222222222    
  1713  11.56   10.42   9.83    9.2     8.79    8.7     ""      ""     0.36   ""      D    2M   Simbad   209.06764118450116   -19.367010817215593   83.85825000000001   -5.4298611111111095  
  1714  11.78   10.97   10.5    10.19   9.92    ""      ""      ""     0.02   ""      D    2M   Simbad   209.07394500496218   -19.354539563652494   83.872125           -5.429527777777776   
  1715  12.78   11.91   11.22   10.61   10.08   ""      ""      ""     0.0    ""      D    2M   Simbad   209.06001983807099   -19.37978239129086    83.84354166666665   -5.429222222222222   
  1716  14.32   13.26   12.63   11.95   11.56   10.89   ""      ""     0.22   ""      D    2M   Simbad   209.12008579850968   -19.266954996392126   83.97037499999999   -5.428777777777779   
  1717  ""      10.91   10.08   9.68    9.16    ""      ""      ""     0.02   ""      D    2M   Simbad   209.04960123635547   -19.397634414088124   83.82308333333333   -5.42852777777778    
  1718  ""      ""      ""      7.65    6.78    6.0     5.23    ""     ""     -0.06   P    2M   Simbad   209.0530821937909    -19.390788457512066   83.83070833333333   -5.42836111111111    
  1719  9.59    9.02    8.65    8.01    7.6     7.22    6.47    ""     0.0    -1.08   D    2M   Simbad   209.066465870153     -19.364774662300494   83.85975000000002   -5.427861111111113   
  1720  12.12   11.28   10.91   9.95    9.49    9.03    8.39    ""     0.13   -1.04   D    2M   Simbad   209.01327678688355   -19.463606356894623   83.74841666666669   -5.427805555555556   
  1721  11.78   10.94   10.43   9.74    9.25    8.71    7.61    ""     0.04   -0.4    D    2M   Simbad   209.0740503421263    -19.349428048945164   83.87674999999999   -5.427305555555556   
  1722  11.65   10.64   10.12   9.22    8.89    7.91    6.51    ""     0.24   0.37    D    2M   Simbad   209.05321882961772   -19.387830983018485   83.83341666666668   -5.427138888888888   
  1723  14.01   13.36   12.97   12.59   12.14   ""      ""      ""     0.0    ""      D    2M   Simbad   209.071827138285     -19.352829230691533   83.87275000000001   -5.426972222222219   
  1724  16.77   14.68   13.75   12.02   11.71   ""      ""      ""     1.32   ""      D    2M   Simbad   209.12375109098022   -19.253734947762958   83.98379166666666   -5.425888888888887   
  1725  11.55   10.55   9.73    8.71    8.16    ""      ""      ""     0.0    ""      D    2M   Simbad   209.04340734420882   -19.40332278941851    83.81533333333331   -5.425888888888887   
  1726  13.19   12.42   11.87   11.11   10.67   ""      ""      ""     0.0    ""      D    2M   Simbad   209.0616019005039    -19.367192142118256   83.85549999999998   -5.424861111111111   
  1727  11.89   10.79   10.23   9.36    8.82    8.21    ""      ""     0.32   ""      D    2M   Simbad   209.05726975088015   -19.373165810654903   83.84829166666667   -5.423916666666667   
  1728  ""      ""      ""      12.53   13.0    ""      8.31    3.87   ""     ""      D    2M   Simbad   208.93338083335354   -19.60261998882644    83.58966666666666   -5.423527777777778   
  1729  12.8    12.22   11.96   11.73   11.41   ""      ""      ""     0.0    ""      D    2M   Simbad   209.07113779989837   -19.34575646291373    83.87879166666666   -5.423194444444444   
  1730  12.99   11.85   11.21   10.03   9.5     9.13    ""      ""     0.32   ""      D    2M   Simbad   209.03685615529878   -19.407770743288808   83.80854166666667   -5.42238888888889    
  1731  13.28   12.35   12.04   11.33   10.91   ""      ""      ""     0.29   ""      D    2M   Simbad   209.06083647885413   -19.36278016834581    83.859125           -5.422222222222223   
  1732  8.99    8.11    7.43    6.69    6.02    5.37    4.35    ""     0.0    -0.16   D    2M   Simbad   209.01982659995087   -19.43883343731588    83.77341666666665   -5.4221111111111115  
  1733  11.44   10.47   10.04   9.61    9.22    ""      ""      ""     0.27   ""      D    2M   Simbad   209.0565922492223    -19.36981897236045    83.85100000000001   -5.421833333333335   
  1734  12.19   11.16   10.7    10.17   9.9     9.55    8.52    ""     0.31   -0.95   D    2M   Simbad   209.02509592131844   -19.42786576854162    83.7855             -5.421583333333333   
  1735  16.19   14.37   13.32   11.97   11.45   ""      ""      ""     0.88   ""      D    2M   Simbad   209.09361789090758   -19.299355183444426   83.93000000000002   -5.421138888888889   
  1736  7.79    7.64    7.54    7.21    6.9     6.12    3.81    ""     0.0    1.08    D    2M   Simbad   209.0701884263689    -19.34297717943455    83.880875           -5.421138888888889   
  1737  12.19   11.19   10.4    9.42    9.08    8.83    8.15    ""     0.03   -1.41   D    2M   Simbad   209.0080565351084    -19.45734353103528    83.75179166666668   -5.420583333333331   
  1738  11.23   10.21   9.53    8.56    8.09    7.76    6.78    3.74   0.14   -0.84   D    2M   Simbad   208.99003851313253   -19.489982664300886   83.71483333333333   -5.420194444444446   
  1739  ""      ""      15.26   12.99   12.17   11.42   ""      ""     ""     ""      P    2M   Simbad   209.0101628585363    -19.45244404456539    83.75708333333334   -5.420138888888889   
  1740  13.06   12.25   11.78   11.11   10.62   10.24   9.34    ""     0.01   -0.84   D    2M   Simbad   208.9964472467217    -19.477884521982674   83.72841666666667   -5.42011111111111    
  1741  13.53   12.54   12.02   10.94   10.5    ""      ""      ""     0.22   ""      D    2M   Simbad   209.06745076240415   -19.34506268298873    83.87783333333334   -5.419777777777778   
  1742  12.93   12.01   11.61   10.82   10.35   ""      ""      ""     0.22   ""      D    2M   Simbad   209.05563229443356   -19.36638351985019    83.85366666666665   -5.419472222222223   
  1743  ""      12.66   11.8    10.7    9.82    ""      ""      ""     0.0    ""      P    2M   Simbad   209.0537904997451    -19.369688216639194   83.84991666666667   -5.419416666666667   
  1744  13.15   12.46   12.04   11.36   10.99   10.71   9.97    6.98   0.0    -1.27   D    2M   Simbad   209.24466055324817   -19.012985303303285   84.251375           -5.419               
  1745  11.4    10.57   10.25   9.72    9.44    8.82    ""      ""     0.15   ""      D    2M   Simbad   209.06092931231132   -19.352593353241595   83.86829166666666   -5.417694444444445   
  1746  13.66   12.56   11.99   11.25   10.89   10.71   ""      ""     0.32   ""      D    2M   Simbad   209.01689506408846   -19.433106485740137   83.77729166666668   -5.4170555555555575  
  1747  ""      14.09   12.97   11.8    11.4    10.56   ""      ""     1.11   ""      D    2M   Simbad   209.0139906773461    -19.438507936132183   83.77120833333332   -5.4170555555555575  
  1748  6.29    6.28    6.24    6.16    6.0     5.69    4.55    ""     0.0    -0.98   D    2M   Simbad   209.05621177675013   -19.359591744835562   83.86               -5.41688888888889    
  1749  ""      ""      ""      8.14    7.65    7.17    6.35    ""     ""     -0.79   D    2M   Simbad   209.0590810622303    -19.352592968452445   83.86749999999999   -5.416138888888889   
  1750  11.14   10.34   9.95    9.31    9.01    8.59    7.98    5.21   0.07   -1.29   D    2M   Simbad   208.9402045531519    -19.573369032767438   83.61879166666668   -5.416027777777776   
  1751  15.31   14.58   14.29   13.59   13.18   ""      ""      ""     0.06   ""      D    2M   Simbad   208.97999570045215   -19.498762348123336   83.70266666666667   -5.415722222222221   
  1752  ""      ""      ""      8.9     8.16    7.47    6.6     ""     ""     -0.2    D    2M   Simbad   209.02682632348316   -19.41162490677647    83.80079166666667   -5.415694444444444   
  1753  ""      11.23   10.43   9.03    8.48    7.6     ""      ""     0.0    ""      D    2M   Simbad   209.03470910305435   -19.396838015768196   83.81741666666667   -5.415638888888889   
  1754  10.4    9.04    8.12    7.11    6.31    5.74    4.86    ""     0.39   -0.29   D    2M   Simbad   209.02850638461678   -19.407824046069468   83.80491666666666   -5.41538888888889    
  1755  14.5    13.27   12.27   10.82   10.16   9.7     ""      ""     0.17   ""      D    2M   Simbad   209.00951281977223   -19.44241291095837    83.76579166666667   -5.415055555555554   
  1756  15.73   15.05   14.66   13.96   13.61   ""      ""      ""     0.0    ""      D    2M   Simbad   209.11993243768202   -19.2363298065294     83.99775            -5.414805555555556   
  1757  16.91   15.16   14.0    12.64   12.39   ""      ""      ""     0.7    ""      D    2M   Simbad   209.08017385611112   -19.308782177469226   83.91579166666666   -5.414083333333334   
  1758  11.44   10.24   9.49    8.25    7.67    7.05    6.01    ""     0.31   -0.27   D    2M   Simbad   209.02220596403853   -19.41518239918747    83.79562500000002   -5.4134166666666665  
  1759  11.53   10.3    9.42    8.31    7.86    7.18    5.94    ""     0.26   -0.08   D    2M   Simbad   209.0408195377347    -19.379203988527713   83.83583333333334   -5.412805555555556   
